measurement	processing_type	filename	filepath	direct_sound_arrival_ms	lf_early	lf_late	dr_ratio
1	omni	Earthworks 10-03.wav	/mnt/Ivan'sDrive/Documents/untref/materias/ima/final/RIRs/objetivas/medicion1/Earthworks 10-03.wav	0.0			-61.5328058205166
1	omni	Earthworks 11-03.wav	/mnt/Ivan'sDrive/Documents/untref/materias/ima/final/RIRs/objetivas/medicion1/Earthworks 11-03.wav	0.0			-76.52312443867015
1	omni	Earthworks 12-03.wav	/mnt/Ivan'sDrive/Documents/untref/materias/ima/final/RIRs/objetivas/medicion1/Earthworks 12-03.wav	0.0			-56.27587197538324
1	omni	Earthworks 13-03.wav	/mnt/Ivan'sDrive/Documents/untref/materias/ima/final/RIRs/objetivas/medicion1/Earthworks 13-03.wav	0.0			-70.3252380625492
1	omni	Earthworks 14-03.wav	/mnt/Ivan'sDrive/Documents/untref/materias/ima/final/RIRs/objetivas/medicion1/Earthworks 14-03.wav	0.0			-65.15620302344128
1	omni	Earthworks 2-03.wav	/mnt/Ivan'sDrive/Documents/untref/materias/ima/final/RIRs/objetivas/medicion1/Earthworks 2-03.wav	0.0			-55.333180202599614
1	omni	Earthworks 3-03.wav	/mnt/Ivan'sDrive/Documents/untref/materias/ima/final/RIRs/objetivas/medicion1/Earthworks 3-03.wav	0.0			-55.17789725914302
1	omni	Earthworks 4-03.wav	/mnt/Ivan'sDrive/Documents/untref/materias/ima/final/RIRs/objetivas/medicion1/Earthworks 4-03.wav	0.0			-64.62790066945476
1	omni	Earthworks 5-03.wav	/mnt/Ivan'sDrive/Documents/untref/materias/ima/final/RIRs/objetivas/medicion1/Earthworks 5-03.wav	0.0			-67.73438645992134
1	omni	Earthworks 6-03.wav	/mnt/Ivan'sDrive/Documents/untref/materias/ima/final/RIRs/objetivas/medicion1/Earthworks 6-03.wav	0.0			-73.5885186980475
1	omni	Earthworks 7-03.wav	/mnt/Ivan'sDrive/Documents/untref/materias/ima/final/RIRs/objetivas/medicion1/Earthworks 7-03.wav	0.0			-67.82196636045353
1	omni	Earthworks 8-03.wav	/mnt/Ivan'sDrive/Documents/untref/materias/ima/final/RIRs/objetivas/medicion1/Earthworks 8-03.wav	0.0			-79.05919996104689
1	omni	Earthworks 9-03.wav	/mnt/Ivan'sDrive/Documents/untref/materias/ima/final/RIRs/objetivas/medicion1/Earthworks 9-03.wav	0.0			-63.46591905920935
1	ambi	Soundfield 2-03.wav,Soundfield 3-03.wav,Soundfield 4-03.wav,Soundfield 1-03.wav	Soundfield 2-03.wav,Soundfield 3-03.wav,Soundfield 4-03.wav,Soundfield 1-03.wav	0	0.2751941486946259	0.14929744456920357	-68.56423835067399
